"转债代码","转债名称","交易日期","开盘价","最高价","最低价","最新价","涨跌幅","5日涨跌幅","正股名称","正股最高价","正股最低价","正股最新价","正股涨跌幅","正股5日涨跌幅","成交量(手)","成交额(万)","年化波动率","正股年化波动率","股息率","转股价值","转股溢价率","理论转股溢价率","修正转股溢价率","纯债价值","纯债溢价率","期权价值","理论价值","理论偏离度","双低","剩余规模(亿)","剩余市值(亿)","换手率","市净率","市盈率_ttm","市销率_ttm","正股流通市值(亿)","正股总市值（亿）","资产负债率","转债市占比","上市天数","转股截止日","剩余年限","到期收益率(税前)","强赎触发比例","外部评级","三方评级","企业类型","地域","一级行业","二级行业","三级行业","赎回状态"
"113584.SH","家悦转债","2024-04-02","106.1","106.15","105.8","106.059","-0.00027335796697081083","-0.0008572774356891966","家家悦","10.48","10.28","10.39","-0.00574162679425827","0.0028957530623283656","5920","627.2111","0.06760266261203884","0.34225837467194514","0.009625","28.869130313976104","2.6737857651588066","2.4095707371495116","0.26421502800929497","107.14212032108401","-0.010109192517733567","0.0777792821087033","107.21989960319272","-0.01094579058064582","373.43757651588066","6.44903","6.8397767276999994","0.009170052254189754","2.8768","88.6243","0.3664","62.27793482","66.32320059","0.8244155239222538","0.10312796527993975","1379","2026-06-04","2.175342465753425","0.03150443350172633","1.3","AA","8+","民营企业","山东","商贸零售","零售","超市","0/15 | 30"
"113588.SH","润达转债","2024-04-02","174.38","174.9","169.1","169.7","-0.02810311155910139","-0.036233529817269905","润达医疗","21.88","20.6","21","-0.04021937842778789","0.0028653302188113017","114998","19730.9258","0.4797485648670618","0.6630423486560512","0.006914","160.3053435114504","0.058604761904761826","0.022744026220414406","0.03586073568434742","106.1060695510809","0.5993430038260357","86.73296321225732","192.83903276333822","-0.13635257963074987","175.56047619047618","2.9689601810000004","5.038325427157","0.3916167402297724","2.9774","31.8251","1.2897","125.75882612999999","125.75882612999999","0.6387782119176912","0.04006339421416641","1360","2026-06-16","2.208219178082192","-0.17335963470195512","1.3","AA","6","地方国有企业","上海","医药生物","医药商业","医药商业","公告不强赎"
"113589.SH","天创转债","2024-04-02","101.163","101.237","100.596","100.63","-0.0050130021653796986","-0.015092197427976295","天创时尚","5.8","5.57","5.78","0.010489510489510634","0.07434944281691025","30558","3077.9814","0.08284387660281471","0.5320577159723848","0","47.03010577705452","1.1396932525951553","1.2651113471503903","-0.125418094555235","98.22074145492171","0.024529020137605162","5.201104509312232","103.42184596423394","-0.027743674493033277","214.59932525951552","5.99469","6.032456546999999","0.05102368124857378","1.9948","","2.038","24.2591439","24.2591439","0.3703222151844387","0.2486673302185243","1357","2026-06-23","2.2273972602739724","0.0558944589276688","1.3","A+","8-","民营企业","广东","纺织服装","服装家纺","服装","0/20 | 30"
"113593.SH","沪工转债","2024-04-02","113.011","113.28","111.93","112.277","-0.009177793270206513","-0.00435407201587934","上海沪工","15.23","14.66","14.76","-0.021868787276342005","-0.02574257389027368","16344","1838.4502","0.16259964032266533","0.5958633587402586","0","69.95260663507109","0.6050438346883469","0.560990809924169","0.04405302476417783","103.05732314212244","0.08946163724011202","17.729806459837892","120.78712960196033","-0.07579584066158107","172.7813834688347","3.99652","4.4871727604","0.04097123730614096","3.6333","","4.9527","46.93541728","46.93541728","0.41760274572383815","0.09560312916003547","1332","2026-07-19","2.2986301369863016","0.027826347991268034","1.3","A+","7-","民营企业","上海","机械设备","通用设备","机床设备","0/15 | 30"
"113594.SH","淳中转债","2024-04-02","172","184.203","163.358","171.991","0.0056424169424531545","0.08827511992340686","淳中科技","32.5","29.36","31.3","0.05316285329744286","0.09747545648444689","1304772","225718.6516","0.42855516217224193","0.5987929274755841","0.002947","174.56776352481873","-0.014760821086261866","0.013712684632096468","-0.028473505718358334","101.1397051905592","0.7005289829147572","74.62352331871764","175.76322850927684","-0.021932708742183227","170.51491789137384","0.6991818972","1.202529936813252","18.770314541870167","5.101","319.0865","13.7953","61.70986431","61.70986431","0.26983444823448544","0.01948683488870326","1314","2024-04-11","0.0273972602739726","-0.9999999995233895","1.3","A+","7-","民营企业","北京","信息技术","计算机硬件","专用计算机设备","已公告强赎"
"113596.SH","城地转债","2024-04-02","95.89","96","95.305","95.765","0.0007105760891146229","0.006770324124562466","城地香江","6.28","6.05","6.18","-0.008025682182985716","-0.04482225609689783","12020","1150.3184","0.08315372314543513","0.5445828274863153","0","26.10899873257287","2.667892475728156","2.657453990054609","0.010438485673547326","77.26357262892128","0.23945860567355215","0.9974567008775563","78.26102932979883","0.18278045914688212","362.5542475728156","11.98464","11.477090495999999","0.010022735295159603","0.9091","469.0352","1.2492","27.85694229","28.701439289999996","0.5857949199568704","0.3998785698527246","1322","2026-07-27","2.3205479452054796","0.0692960278210267","1.3","BBB","8","民营企业","上海","互联网","互联网服务","其他互联网服务","0/15 | 30"
"113597.SH","佳力转债","2024-04-02","123.997","124.24","121.63","121.948","-0.016524593336935678","-0.022774260520201928","佳力图","8.59","8.18","8.25","-0.03621495327102808","-0.1109913789531034","22354","2736.0945","0.16590095340254404","0.5246048274752365","0.008658","76.45968489341983","0.5949320242424241","0.44534797227865264","0.14958405196377145","110.80667649081366","0.10054740257560191","18.316925119433552","129.12360161024722","-0.05884148661927391","181.44120242424242","2.97961","3.6335748027999997","0.07530034878851512","2.4221","126.374","7.0342","44.696502020000004","44.696502020000004","0.36812887536467176","0.08129438856700938","1321","2026-07-29","2.326027397260274","0.0012686702891991674","1.3","AA-","8+","民营企业","江苏","机械设备","专用设备","其他专用机械","0/15 | 30"
"113598.SH","法兰转债","2024-04-02","130.55","130.729","128.6","129.507","-0.010324168182304527","0.015733210027339517","法兰泰克","8.51","8.27","8.32","-0.02232667450058745","0.04391468042431179","22588","2922.2188","0.23705756451183246","0.3648771112873569","0.025939","108.33333333333334","0.19544923076923082","0.1437519643826686","0.05169726638656222","107.78608281449978","0.20151875472533876","29.610895733570963","137.39697854807073","-0.060923182129697384","149.0519230769231","2.75229","3.5644082103000003","0.08198328102700812","2.0493","16.2251","1.5043","29.9612897","29.9612897","0.555576827910875","0.11896711543428654","1317","2026-07-30","2.328767123287671","-0.036413380470261","1.3","AA-","7-","民营企业","江苏","机械设备","专用设备","工程机械","0/15 | 30"
"113600.SH","新星转债","2024-04-02","110.371","113.371","110.311","112.403","0.01841063322793124","0.02726192661176685","深圳新星","13.65","12.36","13.65","0.09991941982272357","0.15092748823025337","72743","8159.3127","0.13473518503161963","0.4332008302306996","0","78.22349570200574","0.4369467765567765","0.41833478858559714","0.018611987971179356","106.44034430573322","0.05601875616955909","15.167555414820098","121.60789972055332","-0.08189193989976529","156.09767765567767","4.52954","5.0913388462","0.1602586853179067","1.4594","","1.4846","22.65287101","22.65287101","0.5255412709911932","0.22475468314601063","1300","2026-08-12","2.3643835616438356","0.04331132758564129","1.3","A+","8","民营企业","广东","有色金属","金属非金属新材料","其他金属新材料","0/15 | 30"
"113601.SH","塞力转债","2024-04-02","93.701","93.947","93.499","93.689","-0.0005333959184545822","-0.013862282341644216","塞力医疗","8.15","7.81","8","-0.013563501849568338","-0.047619047175095686","47826","4482.1252","0.2008170836820356","0.5456352065229071","0","47.11425206124853","0.9885490249999997","1.2613403447059515","-0.2727913197059517","96.96146982387789","-0.03375020850882371","6.092353909706225","103.05382373358411","-0.09995649151537656","192.54390249999997","5.42476","5.0824033964","0.08818908792589758","1.2543","","0.776","16.1058676","16.1058676","0.5980733720652528","0.31556222381959725","1296","2026-08-20","2.3863013698630136","0.10791354637699721","1.3","A","8-","民营企业","湖北","医药生物","医药商业","医药商业","0/15 | 30"
"113602.SH","景20转债","2024-04-02","117.4","117.727","115.789","117.297","-0.0026952573673202362","0.019973913127871334","景旺电子","20.65","20.18","20.3","-0.012645914396887115","0.00794438970370126","24596","2870.4037","0.17171779121805056","0.40083919832980885","0.024788","87.95493934142117","0.3336033300492607","0.2962027377007876","0.037400592348473094","104.58899167850218","0.12150426271018255","18.99857958282383","123.58757126132602","-0.05362943009050558","150.65733300492607","17.79864","20.8772707608","0.013748941290686257","2.1221","16.7669","1.6199","170.9004149","170.9004149","0.48160335707401447","0.1221604451517338","1289","2026-08-23","2.3945205479452056","-0.022089886817352446","1.3","AA","6-","中外合资经营企业","广东","电子设备","电子元件","电子元件","0/15 | 30"
"113605.SH","大参转债","2024-04-02","106.99","107.8","106.867","107.232","0.002411800998373348","-0.0017036726593946394","大参林","21.82","21.27","21.34","-0.013863216266173817","0.0009380863875536605","3859","414.2338","0.07325101131238904","0.2643121306246971","0.023431","45.29823816599448","1.3672443861293346","1.345278158555489","0.021966227573845698","105.9467677167612","0.012130924906314622","0.45219980764407586","106.39896752440528","0.007768506374913442","243.95643861293345","14.04739","15.0632972448","0.002749954364360682","3.6587","18.8857","1.0062","243.02968348","243.02968348","0.6327562554877215","0.061981306271337126","1237","2026-10-21","2.5561643835616437","0.02216948081739975","1.3","AA","6-","民营企业","广东","医药生物","医药商业","医药商业","0/15 | 30"
"113606.SH","荣泰转债","2024-04-02","109.95","110.15","109.9","110.051","0.0008730844436359853","0.001355753307871188","荣泰健康","19.98","19.7","19.9","-0.0030060120240481547","0.050131926321012044","6553","721.0815","0.07060499685083553","0.28904204302996295","0.02452","62.85533796588755","0.750861638190955","0.7216144700991194","0.029247168091835585","106.4285709958","0.03403624581544884","3.690833948009982","110.11940494380998","-0.0006215749408000626","185.13716381909552","5.99856","6.6014752656","0.010923035700179386","1.4145","14.5332","1.5888","27.655905999999998","27.655905999999998","0.3906052655429209","0.2387003797886788","1230","2026-10-29","2.578082191780822","0.031408199835408664","1.3","AA-","7","民营企业","上海","家电","小家电","小家电","0/15 | 30"
"113608.SH","威派转债","2024-04-02","105.753","106.176","105.53","105.815","0.0005957334140251902","-0.0033155311868355852","威派格","7.39","7.2","7.35","0.01379310344827589","0.03375527456496852","2986","316.2008","0.06428920686743246","0.3827061664668795","0.013468","41.71396140749149","1.5366806802721085","1.5276926412063574","0.008988039065751074","100.62142295587365","0.051615022840652225","1.631627221917769","102.25305017779142","0.033662050013784195","259.48306802721083","4.19983","4.4440501144999995","0.0071151492861951165","2.0121","","2.8509","37.37000741","37.37000741","0.385664725339125","0.11892023637412491","1223","2026-11-08","2.6054794520547944","0.04780781956515586","1.3","A+","8","民营企业","上海","机械设备","专用设备","环保设备","0/15 | 30"
"113609.SH","永安转债","2024-04-02","109","109.5","107.85","108.016","-0.007853331006420383","-0.009209319371353386","永安行","11.75","11.32","11.44","0.011494252873563093","0.01688888901724761","34074","3695.8702","0.14339165013295826","0.37515669676253155","0.01125","77.24510465901417","0.3983539860139862","0.43311009873503714","-0.03475611272105095","105.64244090351211","0.022467855496218325","13.106089813429099","118.7485307169412","-0.09936056433251728","147.8513986013986","7.3412","7.929670592000001","0.04660811766542546","0.8582","","4.8705","26.56655613","26.56655613","0.29302690963214706","0.29848319643679766","1197","2026-11-23","2.6465753424657534","0.03626424995662333","1.3","AA-","8+","民营企业","江苏","交运设备","其他交运设备","其他交运设备","0/15 | 30"
"113610.SH","灵康转债","2024-04-02","103.922","104.193","103.63","103.848","0.00028896723111593303","0.00540226547031275","灵康药业","4.17","4.06","4.14","-0.007194244604316613","0.03241895294037889","2546","264.7894","0.07528961183342389","0.3733008082672529","0","48.648648648648646","1.1346533333333335","1.194514524954223","-0.05986119162088954","99.95510640548844","0.03894642039316376","2.8333273470380598","102.7884337525265","0.010203049143685972","217.31333333333333","4.57853","4.7547118344","0.005568989440837773","3.1741","","15.822","29.85928023","29.85928023","0.4260670331412069","0.15923732245973163","1198","2026-11-30","2.665753424657534","0.05346371575629887","1.3","A+","8+","民营企业","西藏","医药生物","化学制药","化学制剂","0/15 | 30"
"113615.SH","金诚转债","2024-04-02","419.2","425.499","413.4","415.575","-0.008649788526267854","0.004141487410340483","金诚信","52.53","50.44","50.85","-0.012429597980190388","-0.0015707832064630889","46498","19454.8242","0.3202581229279587","0.2970642673543505","0.002301","409.0909090909091","0.01584999999999992","0.000003340124491793639","0.015846659875508127","107.29212424685205","2.873303869386228","315.1009701066433","422.3930943534953","-0.016406411245852848","417.15999999999997","5.7237700874","23.78655754071255","0.0817891540913457","4.5039","35.7674","4.6236","314.01508251","314.01508251","0.4835886672992068","0.07574972944159475","1175","2026-12-22","2.7260273972602738","-0.37869955305740294","1.3","AA","7-","民营企业","北京","建筑","建筑施工","专业工程","公告不强赎"
"113616.SH","韦尔转债","2024-04-02","111.805","112.2","111.019","111.422","-0.0033453790833304353","0.0010961365763468844","韦尔股份","100.8","96.84","97.4","-0.03132769766285426","0.005990498026087421","6577","733.2498","0.10971192904336431","0.353379118115087","0.000838","59.828009828009826","0.8623718275154004","0.803430056455352","0.05894177106004839","105.74452991697707","0.0536904375808418","5.391864417606887","111.13639433458395","0.002563278934286206","197.65918275154004","24.32921","27.108092366199998","0.002704911102170583","5.6502","","5.9876","1182.85188047","1184.16553083","0.494577984243578","0.02289214781247645","1167","2026-12-27","2.73972602739726","0.006222627461022261","1.3","AA+","6","民营企业","上海","电子设备","半导体","集成电路","0/15 | 30"
"113618.SH","美诺转债","2024-04-02","106.018","106.3","105.71","106.12","0.0009621007753399802","0.001132075486213635","美诺华","14.35","14.05","14.13","-0.013956734124214831","-0.0021186439427829384","6079","644.7634","0.13557690381290544","0.42474741471227956","0.01168","53.62428842504744","0.9789539985845719","1.0012221370559846","-0.022268138471412735","100.2460018474602","0.058595834689527004","5.9243147241124925","106.1703165715727","-0.0004741478663088383","204.0153998584572","4.7669","5.05863428","0.012745799840663716","1.465","16.8149","2.6105","29.99199888","30.146565399999997","0.5227843410563354","0.16780134694879703","1154","2027-01-13","2.786301369863014","0.024177971395090442","1.3","AA-","7","民营企业","浙江","医药生物","化学制药","化学原料药","0/15 | 30"
"113619.SH","世运转债","2024-04-02","123.012","123.741","121.01","121.659","-0.013972751513579573","0.011641540461020394","世运电路","18.67","18.1","18.24","-0.020408163265306256","0.011647255014149982","35511","4331.2719","0.17438431536732785","0.44665755418384473","0.032395","97.43589743589743","0.24860552631578958","0.21159892224151738","0.0370066040742722","105.181109118326","0.15666207572632462","29.689388388255395","134.8704975065814","-0.10859449367972274","146.51955263157896","9.9965203136","12.161666648322624","0.035614131066463516","3.2521","19.2135","2.2095","98.05922659999999","98.05922659999999","0.44902732378873894","0.12402368517479849","1139","2027-01-19","2.802739726027397","-0.02547493789599995","1.3","AA","7+","外资企业","广东","电子设备","电子元件","电子元件","0/15 | 30"
"113621.SH","彤程转债","2024-04-02","121.79","122.4","120.351","121.169","-0.005098940799737384","-0.00983068016421973","彤程新材","27.04","26.55","26.76","-0.0037230081906179935","-0.004834510682282689","14753","1788.981","0.2307747147483728","0.4356367715441107","0.0029709999999999997","82.4653312788906","0.4693326046337818","0.359889275088399","0.10944332954538277","105.13453022816273","0.15251382906300437","19.83996373283972","124.97449396100245","-0.031406498039947994","168.10226046337817","5.3653551364","6.501147165224516","0.02751792805998136","4.7478","39.3699","5.6344","158.97308249","160.51477319","0.5244695871235511","0.04050186182881225","1136","2027-01-25","2.819178082191781","-0.023907826937782855","1.3","AA","7","外资企业","上海","基础化工","化学原料","其他化学原料","0/15 | 30"
"113623.SH","凤21转债","2024-04-02","116.939","117.588","116.802","117.205","0.002274690223107889","0.01912074156799859","新凤鸣","15.07","14.73","14.83","-0.0006738544474393926","0.09204712847291141","26260","3077.8515","0.10545097725148418","0.3187833839398938","0","91.26153846153846","0.28427596089008755","0.2634167730854247","0.020859187804662838","107.3430417655792","0.09187328840520292","19.071563239185735","126.41460500476494","-0.07857689522430733","145.63259608900876","24.99944","29.300593651999996","0.010504399796657064","1.3725","20.8829","0.369","226.82040425999998","226.82040425999998","0.6278903573646711","0.1291797082700429","1062","2027-04-07","3.0164383561643837","-0.002627003846608717","1.3","AA","6","民营企业","浙江","基础化工","合成纤维及树脂","涤纶","0/15 | 30"
"113624.SH","正川转债","2024-04-02","107.72","108.098","107.5","107.569","-0.0016149541037467907","-0.0011699707493058042","正川股份","15.76","15.55","15.65","-0.004452926208651453","0.01888020842273752","9182","988.4921","0.04816121778035003","0.352893427294578","0.003834","33.786701208981","2.183767463258786","2.023826932751371","0.15994053050741508","98.38980382228866","0.09329418111546173","0.7028344860801534","99.0926383083688","0.07879929804712504","325.9457463258786","4.04904","4.3555118376","0.02269519948187501","1.9944","40.7264","2.7085","23.6631191","23.6631191","0.4180817613978352","0.1840633020183717","1037","2027-04-27","3.0712328767123287","0.03846495365169027","1.3","A+","8","民营企业","重庆","医药生物","医疗器械","医疗器械","0/15 | 30"
"113625.SH","江山转债","2024-04-02","110.639","110.821","110.165","110.575","0.00037092659272253137","0.0012767807138256426","江山欧派","28.23","27.35","27.75","-0.01700318809776835","0.019096585194041893","1628","179.8724","0.11358606963524566","0.4310905418743485","0.055035","50.41787790697675","1.1931704504504501","1.12184396024295","0.07132649020750015","106.68788053918371","0.036434498850023145","6.112766710970729","112.80064725015444","-0.020127942574311053","229.892045045045","5.82543","6.4414692225","0.00279241262803379","3.2544","12.2876","1.3186","49.16541704","49.16541704","0.6662669255746294","0.13101626326609514","1007","2027-06-10","3.191780821917808","0.034748710315315574","1.3","AA-","8","民营企业","浙江","轻工制造","家具","家具制造","0/15 | 30"
"113627.SH","太平转债","2024-04-02","110.31","110.701","109.658","110.388","-0.001284719080792529","0.006464318668478519","太平鸟","16.76","16.43","16.75","0.006006006006006093","0.03586889313443864","18848","2078.3443","0.14016572809291408","0.4115814368756898","0.008893","76.79963319578175","0.4373506149253732","0.4400092498415802","-0.002658634916206992","104.61467553054749","0.05518656383698972","17.39230184932359","122.00697737987107","-0.10525580117287259","154.12306149253732","7.997611965700001","8.828403896696917","0.02354156339378172","1.7809","18.8106","1.0186","79.17321476000001","79.36969226000001","0.4395812491802561","0.11123142405260619","971","2027-07-14","3.2849315068493152","0.010897187401253625","1.3","AA","7","民营企业","浙江","纺织服装","服装家纺","服装","0/15 | 30"
"113628.SH","晨丰转债","2024-04-02","123.165","123.688","122.55","122.834","-0.002687451792311113","0.01827074532367745","晨丰科技","14.92","14.62","14.75","-0.0013540961408259333","0.038732394514472857","21422","2638.2944","0.1929097022719754","0.44959168404727456","0","113.98763523956724","0.07760810847457633","0.11762414248122062","-0.04001603400664429","89.47755051047832","0.3727912677450358","44.819908872605644","134.29745938308398","-0.09332480732601689","130.59481084745764","4.14928","5.096726595200001","0.05176448747485681","2.1791","29.7247","2.0054","24.92831627","24.92831627","0.6462300200270742","0.2044553085734739","929","2027-08-22","3.3917808219178083","-0.005777901962844898","1.3","A","8","民营企业","浙江","家电","照明设备","照明设备","0/30 | 30"
"113629.SH","泉峰转债","2024-04-02","101.104","101.53","99.5","99.798","-0.012927154937935836","-0.013844010274156604","泉峰汽车","12.22","11.65","11.9","-0.01571546732837048","0.055900621410985396","26939","2701.6468","0.1241374502074068","0.4496579896635716","0","53.50719424460432","0.865132369747899","1.0053899604498433","-0.14025759070194432","102.59211708517047","-0.027235202514154566","8.622746988006291","111.21486407317676","-0.1143997281826965","186.3112369747899","6.1901001824","6.177596180031553","0.04373297835058881","1.3375","","1.5307","28.94843195","31.10364904","0.6318753834826537","0.198613229338044","895","2027-09-13","3.452054794520548","0.05614855360578206","1.3","AA-","8+","外资企业","江苏","交运设备","汽车","汽车零部件","0/15 | 30"
"113631.SH","皖天转债","2024-04-02","122.901","125.454","122.901","124.985","0.016154734223320588","0.02398040285706715","皖天然气","9.15","8.5","9.02","0.0562060889929743","0.093333333795389","42451","5280.133","0.1339004584992524","0.2973457392706878","0.022182","119.31216931216932","0.04754611973392464","0.09737780308890401","-0.04983168335497937","103.7750155541502","0.20438430514888584","39.38964003758006","143.16465559173025","-0.14545469929775767","129.73961197339247","9.29623","11.6188930655","0.04544437211216194","1.4744","12.378","0.6871","42.43452957","43.11959857","0.49990185383928604","0.26945735699830287","845","2027-11-07","3.6027397260273974","-0.02586886175654053","1.3","AA+","6","地方国有企业","安徽","公用事业","燃气","燃气","0/15 | 30"
"113632.SH","鹤21转债","2024-04-02","115.863","116.6","114.389","116.021","0.00015516840081719607","0.017567401690705253","仙鹤股份","17.75","17.33","17.69","0.005113636363636376","0.024319629641062157","45897","5309.0766","0.13422693355596657","0.30925657536310086","0.017523999999999998","89.16330645161291","0.3012191294516675","0.28377323954821027","0.017445889903457246","105.32024727283091","0.1016020471301109","19.53712769736779","124.8573749701987","-0.07616185837218015","146.14291294516676","20.49902","23.7831679942","0.02232283185021745","1.8463","23.7813","1.4795","124.88707497","124.88707497","0.48351184899240796","0.19043738513303415","846","2027-11-16","3.627397260273973","0.0006753711050082655","1.3","AA","6-","民营企业","浙江","轻工制造","造纸印刷","造纸","0/15 | 30"
"113633.SH","科沃转债","2024-04-02","104.01","104.185","103.638","103.89","-0.00002887586266642206","0.0004815100157837815","科沃斯","36.5","35.11","35.25","-0.032125205930807255","-0.03371710489815727","5420","563.1461","0.06487692633557934","0.3910317034726646","0.025352","20.09233926128591","4.170627404255319","3.2897735933201644","0.8808538109351542","103.37014064472902","0.0050291056201392514","0.23557211626005428","103.60571276098908","0.002736425440474699","520.9527404255318","10.39686","10.801297854000001","0.005213689203019733","3.1107","17.2219","1.2917","200.64347235","203.20311585","0.5117031206846396","0.053155178299398115","826","2027-11-29","3.663013698630137","0.026956152055807595","1.3","AA","5-","中外合资经营企业","江苏","机械设备","机器人","服务机器人","0/15 | 30"
"113634.SH","珀莱转债","2024-04-02","125.4","125.676","124.523","125.017","-0.00422945805588304","0.007267453599137053","珀莱雅","96.52","94.86","95.86","-0.002185906110127922","0.029203349898872855","4088","510.6597","0.15560324957341168","0.3601152407242716","0.01045","97.56743002544529","0.2813394794491968","0.21061383401645947","0.07072564543273732","107.81700692923015","0.1595294987372422","28.488531514172024","136.30553844340216","-0.09029602728750619","153.15094794491966","7.50777","9.3859888209","0.005440659580404594","10.9492","35.61","4.9574","378.45551486","380.33155257","0.42097713270415343","0.024678438476840567","820","2027-12-07","3.684931506849315","-0.012855425126077043","1.3","AA","6-","民营企业","浙江","基础化工","化学制品","日用化学品","0/15 | 30"
"113636.SH","甬金转债","2024-04-02","108","108.9","107.601","108.402","0.004652455977757208","0.010270270282927152","甬金股份","16.98","16.4","16.92","0.029197080291970767","0.056839475840340103","5316","575.442","0.12793933389530948","0.31507732872777305","0.03066","60.471765546819164","0.7926051773049643","0.7852890847023354","0.0073160926026288875","101.0315622620974","0.07295183379211845","6.372005940094637","107.40356820219203","0.009210455506429516","187.66251773049643","9.9953","10.835105105999999","0.005310903718703622","1.2752","13.7318","0.1687","61.86241146","62.04225059","0.5048492174789843","0.17464074889227837","824","2027-12-12","3.6986301369863015","0.02793900952466617","1.3","AA-","7+","民营企业","浙江","钢铁","钢铁","特钢","0/15 | 30"
"113637.SH","华翔转债","2024-04-02","119.823","120.258","119.111","119.974","0.003278085330568281","0.01971883664926599","华翔股份","12.31","12.02","12.14","0.009983361064891838","0.0340715504431075","27074","3243.7702","0.15969903354392675","0.3457207851639455","0.014908999999999999","96.57915672235482","0.24223490939044479","0.21812903648631832","0.02410587290412647","101.10800500889606","0.18659249571232284","27.00809826515347","128.11610327404952","-0.06786556482279082","144.19749093904449","7.99779","9.5952685746","0.03380593440173949","2.1338","17.9952","1.7223","52.55592932","53.07219654","0.4572557824551112","0.180796522476098","804","2027-12-21","3.723287671232877","0.000059373635012356536","1.3","AA-","7-","民营企业","山西","机械设备","金属制品","金属制品","0/15 | 30"
"113638.SH","台21转债","2024-04-02","107.558","108.986","107.258","108.915","0.01261644879971735","0.026754150327626958","台华新材","10.03","9.62","9.94","0.02263374485596703","0.09471365696385337","16510","1789.5899","0.12606613056291643","0.36315719523886336","0.01006","59.879518072289144","0.8189024144869219","0.801963261957832","0.01693915252908995","104.94182053022057","0.037860782762342726","8.365091249066486","113.30691177928705","-0.04032421410537612","190.8052414486922","5.99763","6.532318714500001","0.027395936698979325","2.0713","29.6642","1.9604","88.22965831","88.51238113","0.5583087641402548","0.07380118612904388","803","2027-12-28","3.7424657534246575","0.018029945379576473","1.3","AA","7","中外合资经营企业","浙江","基础化工","合成纤维及树脂","锦纶","0/15 | 30"
"113639.SH","华正转债","2024-04-02","112.858","113.128","110.926","111.416","-0.012777118148469824","0.01325960841977869","华正新材","27.45","26","26.9","-0.005545286506469571","0.04873294430235098","40021","4478.3386","0.24102473536408903","0.574313553289927","0.002974","69.85198649701377","0.5950297992565055","0.5629969313553445","0.032032867901161","101.29138357289816","0.09995535720780513","24.28857318874354","125.5799567616417","-0.12712677498421865","170.91897992565055","5.69936","6.3499989376","0.0705250291221718","2.4024","","1.122","38.20121509","38.20121509","0.7218668405765295","0.16622505128802173","771","2028-01-23","3.813698630136986","0.0011559911595564664","1.3","AA+","7-","民营企业","浙江","电子设备","电子元件","电子元件","0/15 | 30"
"113640.SH","苏利转债","2024-04-02","103.369","104.27","102.991","103.897","0.005107914365041877","-0.0055229051780620875","苏利股份","12.45","12.1","12.38","0.0206100577081616","0.04737732690897012","12831","1332.2036","0.08868121548770759","0.32531486274677784","0.04442599999999999","64.61377870563675","0.6079697253634895","0.677973117595","-0.07000339223151053","99.73983780006412","0.04168005775454753","8.83476531011576","108.57460311017988","-0.04502154162468486","164.69397253634895","9.5717","9.944709149000001","0.01339610420013099","0.9355","25.766","1.014","22.28425627","22.28425627","0.42869976836346924","0.4462661454126241","755","2028-02-15","3.8767123287671232","0.037461958174957004","1.3","AA-","7","民营企业","江苏","基础化工","化肥农药","农药","0/15 | 30"
"113641.SH","华友转债","2024-04-02","105.042","106.085","104.634","105.59","0.00613648924208654","0.020321393091281337","华友钴业","32.6","30.38","32.08","0.07542742205833064","0.16867031041552805","250553","26422.6442","0.0930469039321777","0.37183698670359727","0.005830999999999999","71.28888888888889","0.4811564837905238","0.5350166458610054","-0.05386016207048161","101.01426275057597","0.04529793243873326","14.454653554709967","115.46891630528593","-0.09355920357312186","153.70564837905238","75.98561","80.233205599","0.03293230527527286","1.7086","14.0116","0.8387","540.97625998","548.5958448","0.6678005272492368","0.14625193821555538","742","2028-02-23","3.8986301369863012","0.01524576784901401","1.3","AA+","6-","民营企业","浙江","有色金属","稀有金属","其他稀有小金属","0/15 | 30"
"113643.SH","风语转债","2024-04-02","119.5","119.724","117.46","118.375","-0.007454051515964566","-0.0051099736612569835","风语筑","12.85","12.37","12.42","-0.033463035019455245","-0.029687499443777243","11851","1402.0507","0.19731894787144527","0.47915130796357425","0.0028179999999999998","81.54957321076822","0.4515710547504026","0.37177332893540416","0.07979772581499844","99.14486182337487","0.193960007840682","27.041587824988227","126.1864496483631","-0.06598901498089194","163.53210547504025","4.99898","5.917542575","0.023693123999196576","3.1386","28.1249","3.2899","73.87141853","73.87141853","0.5082116339361341","0.08010598270286119","712","2028-03-24","3.9808219178082194","0.0024215269674682073","1.3","AA-","8+","民营企业","上海","休闲、生活及专业服务","专业服务","其他专业服务","0/15 | 30"
"113644.SH","艾迪转债","2024-04-02","109.9","109.9","108.899","109.029","-0.007229815248172011","0.00031194095452669046","艾迪精密","16.42","16.2","16.27","-0.005501222493887514","0.031051964979290192","11674","1272.5572","0.1105525867760285","0.30975396935558325","0.00616","68.53411962931762","0.5908718254456051","0.5899439469042295","0.0009278785413756596","99.37192979741943","0.09718106735239584","10.102366623381831","109.47429642080125","-0.004084201641776586","168.1161825445605","9.99963","10.9024965927","0.011672163244261576","4.4053","45.3579","6.2499","136.39710499","136.39710499","0.4394032581618653","0.07993202343626957","692","2028-04-14","4.038356164383561","0.02457197473416773","1.3","AA-","7-","中外合资经营企业","山东","机械设备","专用设备","其他专用机械","0/15 | 30"
